,fighter_name,fight#,outcome,opponent_name,event,date
5898,Ben Nguyen,2,win,Ryan Benoit,UFC 193: Rousey vs Holm,"Nov. 14, 2015"
5899,Ben Nguyen,1,win,Alptekin Ozkilic,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015"
5900,Elias Garcia,2,loss,Kai Kara-France,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5901,Elias Garcia,1,loss,Mark De La Rosa,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5902,Mizuto Hirota,9,loss,Christos Giagos,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5903,Mizuto Hirota,8,loss,Ross Pearson,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
5904,Mizuto Hirota,7,loss,Alexander Volkanovski,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017"
5905,Mizuto Hirota,6,win,Cole Miller,UFC on FOX: VanZant vs. Waterson,"Dec. 17, 2016"
5906,Mizuto Hirota,5,draw,Teruto Ishihara,UFC Fight Night: Barnett vs Nelson,"Sep. 26, 2015"
5907,Mizuto Hirota,4,loss,Rodrigo Damm,UFC on FUEL TV: Nogueira vs. Werdum,"Jun. 08, 2013"
5908,Mizuto Hirota,3,loss,Rani Yahya,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
5909,Mizuto Hirota,2,loss,Pat Healy,Strikeforce - Rockhold vs Kennedy,"Jul. 14, 2012"
5910,Mizuto Hirota,1,loss,Shinya Aoki,Dynamite!! 2009,"Dec. 31, 2009"
5911,Alex Gorgees,1,loss,Damir Ismagulov,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5912,Justin Frazier,1,loss,Juan Espino,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5913,Bryan Caraway,14,loss,Pedro Munhoz,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5914,Bryan Caraway,13,loss,Cody Stamann,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
5915,Bryan Caraway,12,win,Aljamain Sterling,UFC Fight Night: Almeida vs Garbrandt,"May. 29, 2016"
5916,Bryan Caraway,11,win,Eddie Wineland,UFC on FOX: Dillashaw vs. Barao II,"Jul. 25, 2015"
5917,Bryan Caraway,10,loss,Raphael Assuncao,UFC Fight Night: MacDonald vs Saffiedine,"Oct. 04, 2014"
5918,Bryan Caraway,9,win,Erik Perez,UFC Fight Night: Henderson vs Khabilov,"Jun. 07, 2014"
5919,Bryan Caraway,8,win,Johnny Bedford,UFC 159: Jones vs Sonnen,"Apr. 27, 2013"
5920,Bryan Caraway,7,loss,Takeya Mizugaki,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
5921,Bryan Caraway,6,win,Mitch Gagnon,UFC 149: Faber vs Barao,"Jul. 21, 2012"
5922,Bryan Caraway,5,win,Dustin Neace,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Dec. 03, 2011"
5923,Bryan Caraway,4,loss,Fredson Paixao,WEC 50: Cruz vs. Benavidez,"Aug. 18, 2010"
5924,Bryan Caraway,3,loss,Mark Hominick,WEC 46: Varner vs. Henderson,"Jan. 10, 2010"
5925,Bryan Caraway,2,win,Alex Zuniga,Strikeforce Challengers 2,"Jun. 19, 2009"
5926,Bryan Caraway,1,win,Alvin Cacdac,Strikeforce - Melendez vs. Thomson,"Jun. 27, 2008"
5927,Rick Glenn,6,loss,Kevin Aguilar,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5928,Rick Glenn,5,win,Dennis Bermudez,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5929,Rick Glenn,4,loss,Myles Jury,UFC 219: Cyborg vs. Holm,"Dec. 30, 2017"
5930,Rick Glenn,3,win,Gavin Tucker,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
5931,Rick Glenn,2,win,Phillipe Nover,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017"
5932,Rick Glenn,1,loss,Evan Dunham,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016"
5933,Michel Batista,1,loss,Maurice Greene,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5934,Leah Letson,1,win,Julija Stoliarenko,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5935,Darrell Horcher,4,loss,Roosevelt Roberts,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5936,Darrell Horcher,3,loss,Scott Holtzman,UFC Fight Night: Swanson vs. Ortega,"Dec. 09, 2017"
5937,Darrell Horcher,2,win,Devin Powell,UFC Fight Night: Chiesa vs. Lee,"Jun. 25, 2017"
5938,Darrell Horcher,1,loss,Khabib Nurmagomedov,UFC on FOX: Teixeira vs Evans,"Apr. 16, 2016"
5939,Ricky Rainey,2,loss,Tim Means,The Ultimate Fighter: Heavy Hitters Finale,"Nov. 30, 2018"
5940,Ricky Rainey,1,loss,Muslim Salikhov,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
5941,Rashad Coulter,4,win,Hu Yaozong,UFC Fight Night: Blaydes vs. Ngannou 2,"Nov. 24, 2018"
5942,Rashad Coulter,3,loss,Chris de la Rocha,UFC 225: Whittaker vs. Romero 2,"Jun. 09, 2018"
5943,Rashad Coulter,2,loss,Tai Tuivasa,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017"
5944,Rashad Coulter,1,loss,Chase Sherman,UFC 211: Miocic vs. Dos Santos,"May. 13, 2017"
5945,Hu Yaozong,2,loss,Rashad Coulter,UFC Fight Night: Blaydes vs. Ngannou 2,"Nov. 24, 2018"
5946,Hu Yaozong,1,loss,Cyril Asker,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017"
5947,Santiago Ponzinibbio,11,win,Neil Magny,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018"
5948,Santiago Ponzinibbio,10,win,Mike Perry,UFC Fight Night: Lawler vs. Dos Anjos,"Dec. 16, 2017"
5949,Santiago Ponzinibbio,9,win,Gunnar Nelson,UFC Fight Night: Nelson vs. Ponzinibbio,"Jul. 16, 2017"
5950,Santiago Ponzinibbio,8,win,Nordine Taleb,UFC Fight Night: Lewis vs. Browne,"Feb. 19, 2017"
5951,Santiago Ponzinibbio,7,win,Zak Cummings,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
5952,Santiago Ponzinibbio,6,win,Court McGee,UFC on FOX: Teixeira vs Evans,"Apr. 16, 2016"
5953,Santiago Ponzinibbio,5,win,Andreas Stahl,UFC Fight Night: Namajunas vs. VanZant,"Dec. 10, 2015"
5954,Santiago Ponzinibbio,4,loss,Lorenz Larkin,UFC Fight Night: Machida vs Romero,"Jun. 27, 2015"
5955,Santiago Ponzinibbio,3,win,Sean Strickland,UFC Fight Night: Bigfoot vs Mir,"Feb. 22, 2015"
5956,Santiago Ponzinibbio,2,win,Wendell Oliveira Marques,UFC Fight Night: Bigfoot vs Arlovski,"Sep. 13, 2014"
5957,Santiago Ponzinibbio,1,loss,Ryan LaFlare,UFC Fight Night: Belfort vs Henderson 2,"Nov. 09, 2013"
5958,Yuta Sasaki,9,loss,Alexandre Pantoja,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018"
5959,Yuta Sasaki,8,win,Jenel Lausa,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018"
5960,Yuta Sasaki,7,loss,Jussier Formiga,UFC Fight Night: Saint Preux vs. Okami,"Sep. 22, 2017"
5961,Yuta Sasaki,6,win,Justin Scoggins,UFC Fight Night: Holm vs. Correia,"Jun. 17, 2017"
5962,Yuta Sasaki,5,loss,Wilson Reis,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017"
5963,Yuta Sasaki,4,win,Willie Gates,UFC Fight Night: Overeem vs Arlovski,"May. 08, 2016"
5964,Yuta Sasaki,3,loss,Taylor Lapilus,UFC Fight Night: Jedrzejczyk vs Penne,"Jun. 20, 2015"
5965,Yuta Sasaki,2,loss,Leandro Issa,UFC Fight Night: Machida vs Dollaway,"Dec. 20, 2014"
5966,Yuta Sasaki,1,win,Roland Delorme,UFC Fight Night: Bisping vs Le,"Aug. 23, 2014"
5967,Devin Powell,4,loss,Jesus Pinedo,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018"
5968,Devin Powell,3,win,Alvaro Herrera Mendoza,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018"
5969,Devin Powell,2,loss,Darrell Horcher,UFC Fight Night: Chiesa vs. Lee,"Jun. 25, 2017"
5970,Devin Powell,1,loss,Drakkar Klose,UFC Fight Night: Rodriguez vs. Penn,"Jan. 15, 2017"
5971,Amanda Cooper,6,loss,Ashley Yoder,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018"
5972,Amanda Cooper,5,loss,Mackenzie Dern,UFC 224: Nunes vs. Pennington,"May. 12, 2018"
5973,Amanda Cooper,4,win,Angela Magana,UFC 218: Holloway vs. Aldo 2,"Dec. 02, 2017"
5974,Amanda Cooper,3,loss,Cynthia Calvillo,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
5975,Amanda Cooper,2,win,Anna Elmose,UFC Fight Night: Mousasi vs. Hall 2,"Nov. 19, 2016"
5976,Amanda Cooper,1,loss,Tatiana Suarez,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016"
5977,John Gunther,2,loss,Davi Ramos,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018"
5978,John Gunther,1,win,Allan Zuniga,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018"
5979,Joseph Morales,3,loss,Eric Shelton,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018"
5980,Joseph Morales,2,loss,Deiveson Figueiredo,UFC Fight Night: Machida vs. Anders,"Feb. 03, 2018"
5981,Joseph Morales,1,win,Robert Sanchez,UFC Fight Night: Pettis vs. Moreno,"Aug. 05, 2017"
5982,Joby Sanchez,7,loss,Mark De La Rosa,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018"
5983,Joby Sanchez,6,loss,Robert Sanchez,UFC Fight Night: Cerrone vs. Medeiros,"Feb. 18, 2018"
5984,Joby Sanchez,5,win,JP Buys,DWCS 1.7,"Aug. 22, 2017"
5985,Joby Sanchez,4,win,Manny Vazquez,DWCS 1.1,"Jul. 11, 2017"
5986,Joby Sanchez,3,loss,Geane Herrera,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015"
5987,Joby Sanchez,2,win,Tateki Matsuda,UFC Fight Night: McGregor vs Siver,"Jan. 18, 2015"
5988,Joby Sanchez,1,loss,Wilson Reis,UFC Fight Night: Henderson vs Dos Anjos,"Aug. 23, 2014"
5989,Jason Knight,9,loss,Jordan Rinaldi,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018"
5990,Jason Knight,8,loss,Makwan Amirkhani,UFC Fight Night: Thompson vs. Till,"May. 27, 2018"
5991,Jason Knight,7,loss,Gabriel Benitez,UFC Fight Night: Swanson vs. Ortega,"Dec. 09, 2017"
5992,Jason Knight,6,loss,Ricardo Lamas,UFC 214: Cormier vs. Jones 2,"Jul. 29, 2017"
5993,Jason Knight,5,win,Chas Skelly,UFC 211: Miocic vs. Dos Santos,"May. 13, 2017"
5994,Jason Knight,4,win,Alex Caceres,UFC on FOX: Shevchenko vs. Pena,"Jan. 28, 2017"
5995,Jason Knight,3,win,Dan Hooker,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016"
5996,Jason Knight,2,win,Jim Alers,UFC on FOX: Holm vs. Shevchenko,"Jul. 23, 2016"
5997,Jason Knight,1,loss,Tatsuya Kawajiri,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015"
5998,Adam Wieczorek,3,loss,Marcos Rogerio de Lima,UFC 230: Cormier vs. Lewis,"Nov. 03, 2018"
5999,Adam Wieczorek,2,win,Arjan Bhullar,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
6000,Adam Wieczorek,1,win,Anthony Hamilton,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017"
6001,Artem Lobov,7,loss,Michael Johnson,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
6002,Artem Lobov,6,loss,Andre Fili,UFC Fight Night: Cerrone vs. Till,"Oct. 21, 2017"
6003,Artem Lobov,5,loss,Cub Swanson,UFC Fight Night: Swanson vs. Lobov,"Apr. 22, 2017"
6004,Artem Lobov,4,win,Teruto Ishihara,UFC Fight Night: Mousasi vs. Hall 2,"Nov. 19, 2016"
6005,Artem Lobov,3,win,Chris Avila,UFC 202: Diaz vs. McGregor 2,"Aug. 20, 2016"
6006,Artem Lobov,2,loss,Alex White,UFC Fight Night: Hendricks vs Thompson,"Feb. 06, 2016"
6007,Artem Lobov,1,loss,Ryan Hall,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015"
6008,Alex Garcia,10,loss,Court McGee,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
6009,Alex Garcia,9,loss,Ryan LaFlare,UFC Fight Night: Barboza vs. Lee,"Apr. 21, 2018"
6010,Alex Garcia,8,win,Muslim Salikhov,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017"
6011,Alex Garcia,7,loss,Tim Means,UFC Fight Night: Chiesa vs. Lee,"Jun. 25, 2017"
6012,Alex Garcia,6,win,Mike Pyle,UFC 207: Nunes vs. Rousey,"Dec. 30, 2016"
6013,Alex Garcia,5,loss,Sean Strickland,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016"
6014,Alex Garcia,4,win,Mike Swick,UFC 189: Mendes vs McGregor,"Jul. 11, 2015"
6015,Alex Garcia,3,loss,Neil Magny,UFC Fight Night: Henderson vs Dos Anjos,"Aug. 23, 2014"
6016,Alex Garcia,2,win,Sean Spencer,UFC 171: Hendricks vs Lawler,"Mar. 15, 2014"
6017,Alex Garcia,1,win,Ben Wall,UFC Fight Night: Hunt vs Bigfoot,"Dec. 06, 2013"
6018,Sean Strickland,10,win,Nordine Taleb,UFC Fight Night: Oezdemir vs. Smith,"Oct. 31, 2020"
6019,Sean Strickland,9,loss,Elizeu Zaleski dos Santos,UFC 224: Nunes vs. Pennington,"Oct. 27, 2018"
6020,Sean Strickland,8,win,Court McGee,UFC Fight Night: Poirier vs. Pettis,"May. 12, 2018"
6021,Sean Strickland,7,loss,Kamaru Usman,UFC 210: Cormier vs. Johnson 2,"Nov. 11, 2017"
6022,Sean Strickland,6,win,Tom Breese,UFC 199: Rockhold vs. Bisping 2,"Apr. 08, 2017"
6023,Sean Strickland,5,win,Alex Garcia,UFC Fight Night: Cowboy vs Cowboy,"Jun. 04, 2016"
6024,Sean Strickland,4,win,Igor Araujo,UFC Fight Night: Mir vs Duffee,"Feb. 21, 2016"
6025,Sean Strickland,3,loss,Santiago Ponzinibbio,UFC Fight Night: Bigfoot vs Mir,"Jul. 15, 2015"
6026,Sean Strickland,2,win,Luke Barnatt,UFC Fight Night: Munoz vs Mousasi,"Feb. 22, 2015"
6027,Sean Strickland,1,win,Robert McDaniel,UFC 171: Hendricks vs Lawler,"May. 31, 2014"
6028,Thibault Gouti,6,loss,Nasrat Haqparast,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
6029,Thibault Gouti,5,loss,Sage Northcutt,UFC Fight Night: Cerrone vs. Medeiros,"Feb. 18, 2018"
6030,Thibault Gouti,4,win,Andrew Holbrook,UFC Fight Night: Volkov vs. Struve,"Sep. 02, 2017"
6031,Thibault Gouti,3,loss,Chad Laprise,UFC on FOX: Maia vs. Condit,"Aug. 27, 2016"
6032,Thibault Gouti,2,loss,Olivier Aubin-Mercier,UFC Fight Night: MacDonald vs Thompson,"Jun. 18, 2016"
6033,Thibault Gouti,1,loss,Teemu Packalen,UFC Fight Night: Silva vs Bisping,"Feb. 27, 2016"
6034,Gray Maynard,20,loss,Nik Lentz,UFC 229: Khabib vs. McGregor,"Oct. 06, 2018"
6035,Gray Maynard,19,win,Teruto Ishihara,The Ultimate Fighter: Redemption Finale,"Jul. 07, 2017"
6036,Gray Maynard,18,loss,Ryan Hall,The Ultimate Fighter: Tournament of Champions Finale,"Dec. 03, 2016"
6037,Gray Maynard,17,win,Fernando Bruno,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016"
6038,Gray Maynard,16,loss,Alexander Yakovlev,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015"
6039,Gray Maynard,15,loss,Ross Pearson,UFC Fight Night: Bader vs Saint Preux,"Aug. 16, 2014"
6040,Gray Maynard,14,loss,Nate Diaz,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"Nov. 30, 2013"
6041,Gray Maynard,13,loss,TJ Grant,UFC 160: Velasquez vs Silva 2,"May. 25, 2013"
6042,Gray Maynard,12,win,Clay Guida,UFC on FX: Maynard vs Guida,"Jun. 22, 2012"
6043,Gray Maynard,11,loss,Frankie Edgar,UFC 136: Edgar vs Maynard 3,"Oct. 08, 2011"
6044,Gray Maynard,10,draw,Frankie Edgar,UFC 125: Resolution,"Jan. 01, 2011"
6045,Gray Maynard,9,win,Kenny Florian,UFC 118: Edgar vs Penn 2,"Aug. 28, 2010"
6046,Gray Maynard,8,win,Nate Diaz,UFC Fight Night: Maynard vs Diaz,"Jan. 11, 2010"
6047,Gray Maynard,7,win,Roger Huerta,UFC Fight Night: Diaz vs Guillard,"Sep. 16, 2009"
6048,Gray Maynard,6,win,Jim Miller,UFC 96: Jackson vs Jardine,"Mar. 07, 2009"
6049,Gray Maynard,5,win,Rich Clementi,UFC 90: Silva vs Cote,"Oct. 25, 2008"
6050,Gray Maynard,4,win,Frankie Edgar,UFC Fight Night: Florian vs Lauzon,"Apr. 02, 2008"
6051,Gray Maynard,3,win,Dennis Siver,UFC Fight Night: Swick vs Burkman,"Jan. 23, 2008"
6052,Gray Maynard,2,win,Joe Veres,UFC Fight Night: Thomas vs Florian,"Sep. 19, 2007"
6053,Gray Maynard,1,nc,Rob Emerson,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Jun. 23, 2007"
6054,Ryan LaFlare,10,loss,Anthony Rocco Martin,UFC 229: Khabib vs. McGregor,"Oct. 06, 2018"
6055,Ryan LaFlare,9,win,Alex Garcia,UFC Fight Night: Barboza vs. Lee,"Apr. 21, 2018"
6056,Ryan LaFlare,8,loss,Alex Oliveira,UFC Fight Night: Weidman vs. Gastelum,"Jul. 22, 2017"
6057,Ryan LaFlare,7,win,Roan Carneiro,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017"
6058,Ryan LaFlare,6,win,Mike Pierce,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015"
6059,Ryan LaFlare,5,loss,Demian Maia,UFC Fight Night: Maia vs LaFlare,"Mar. 21, 2015"
6060,Ryan LaFlare,4,win,John Howard,UFC Fight Night: Minotauro vs Nelson,"Apr. 11, 2014"
6061,Ryan LaFlare,3,win,Court McGee,UFC on FOX: Johnson vs. Benavidez 2,"Dec. 14, 2013"
6062,Ryan LaFlare,2,win,Santiago Ponzinibbio,UFC Fight Night: Belfort vs Henderson 2,"Nov. 09, 2013"
6063,Ryan LaFlare,1,win,Ben Alloway,UFC on FUEL TV: Mousasi vs Latifi,"Apr. 06, 2013"
6064,Luis Henrique,6,loss,Ryan Spann,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
6065,Luis Henrique,5,loss,Arjan Bhullar,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
6066,Luis Henrique,4,loss,Marcin Tybura,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
6067,Luis Henrique,3,win,Christian Colombo,UFC Fight Night: Bader vs. Nogueira,"Nov. 19, 2016"
6068,Luis Henrique,2,win,Dmitrii Smoliakov,UFC on FOX: Holm vs. Shevchenko,"Jul. 23, 2016"
6069,Luis Henrique,1,loss,Francis Ngannou,UFC on FOX: Dos Anjos vs. Cowboy 2,"Dec. 19, 2015"
6070,Thales Leites,21,win,Hector Lombard,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
6071,Thales Leites,20,loss,Jack Hermansson,UFC 224: Nunes vs. Pennington,"May. 12, 2018"
6072,Thales Leites,19,loss,Brad Tavares,UFC 216: Ferguson vs. Lee,"Oct. 07, 2017"
6073,Thales Leites,18,win,Sam Alvey,UFC Fight Night: Swanson vs. Lobov,"Apr. 22, 2017"
6074,Thales Leites,17,loss,Krzysztof Jotko,UFC Fight Night: Bader vs. Nogueira,"Nov. 19, 2016"
6075,Thales Leites,16,win,Chris Camozzi,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
6076,Thales Leites,15,loss,Gegard Mousasi,UFC Fight Night: Silva vs Bisping,"Feb. 27, 2016"
6077,Thales Leites,14,loss,Michael Bisping,UFC Fight Night: Bisping vs Leites,"Jul. 18, 2015"
6078,Thales Leites,13,win,Tim Boetsch,UFC 183: Silva vs Diaz,"Jan. 31, 2015"
6079,Thales Leites,12,win,Francis Carmont,UFC Fight Night: Henderson vs Dos Anjos,"Aug. 23, 2014"
6080,Thales Leites,11,win,Trevor Smith,UFC Fight Night: Minotauro vs Nelson,"Apr. 11, 2014"
6081,Thales Leites,10,win,Ed Herman,UFC 167: St-Pierre vs Hendricks,"Nov. 16, 2013"
6082,Thales Leites,9,win,Tom Watson,UFC 163: Aldo vs Jung,"Aug. 03, 2013"
6083,Thales Leites,8,loss,Alessio Sakara,UFC 101: Declaration,"Aug. 08, 2009"
6084,Thales Leites,7,loss,Anderson Silva,UFC 97: Redemption,"Apr. 18, 2009"
6085,Thales Leites,6,win,Drew McFedries,UFC 90: Silva vs Cote,"Oct. 25, 2008"
6086,Thales Leites,5,win,Nate Marquardt,UFC 85: Bedlam,"Jun. 07, 2008"
6087,Thales Leites,4,win,Ryan Jensen,UFC 74: Respect,"Aug. 25, 2007"
6088,Thales Leites,3,win,Floyd Sword,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Jun. 23, 2007"
6089,Thales Leites,2,win,Pete Sell,UFC 69: Shootout,"Apr. 07, 2007"
6090,Thales Leites,1,loss,Martin Kampmann,The Ultimate Fighter: The Comeback Finale,"Nov. 11, 2006"
6091,Hector Lombard,14,loss,Thales Leites,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
6092,Hector Lombard,13,loss,CB Dollaway,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
6093,Hector Lombard,12,loss,Anthony Smith,UFC Fight Night: Rockhold vs. Branch,"Sep. 16, 2017"
6094,Hector Lombard,11,loss,Johny Hendricks,UFC Fight Night: Lewis vs. Browne,"Feb. 19, 2017"
6095,Hector Lombard,10,loss,Dan Henderson,UFC 199: Rockhold vs. Bisping 2,"Jun. 04, 2016"
6096,Hector Lombard,9,loss,Neil Magny,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016"
6097,Hector Lombard,8,nc,Joshua Burkman,UFC 182: Jones vs Cormier,"Jan. 03, 2015"
6098,Hector Lombard,7,win,Jake Shields,UFC 171: Hendricks vs Lawler,"Mar. 15, 2014"
6099,Hector Lombard,6,win,Nate Marquardt,UFC 166: Velasquez vs Dos Santos 3,"Oct. 19, 2013"
6100,Hector Lombard,5,loss,Yushin Okami,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
6101,Hector Lombard,4,win,Rousimar Palhares,UFC on FX: Sotiropoulos vs Pearson,"Dec. 14, 2012"
6102,Hector Lombard,3,loss,Tim Boetsch,UFC 149: Faber vs Barao,"Jul. 21, 2012"
6103,Hector Lombard,2,loss,Gegard Mousasi,PRIDE Bushido 13,"Nov. 05, 2006"
6104,Hector Lombard,1,loss,Akihiro Gono,PRIDE Bushido 11,"Jun. 04, 2006"
6105,Alex Chambers,5,loss,Livinha Souza,UFC Fight Night: Marreta vs. Anders,"Sep. 22, 2018"
6106,Alex Chambers,4,loss,Nadia Kassem,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017"
6107,Alex Chambers,3,loss,Paige VanZant,UFC 191: Johnson vs Dodson 2,"Sep. 05, 2015"
6108,Alex Chambers,2,win,Kailin Curran,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015"
6109,Alex Chambers,1,loss,Aisling Daly,The Ultimate Fighter: A Champion Will Be Crowned Finale,"Dec. 12, 2014"
6110,Khalid Murtazaliev,1,win,CB Dollaway,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
6111,CB Dollaway,20,loss,Khalid Murtazaliev,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
6112,CB Dollaway,19,win,Hector Lombard,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
6113,CB Dollaway,18,win,Ed Herman,The Ultimate Fighter: Redemption Finale,"Jul. 07, 2017"
6114,CB Dollaway,17,loss,Nate Marquardt,UFC on FOX: Dos Anjos vs. Cowboy 2,"Dec. 19, 2015"
6115,CB Dollaway,16,loss,Michael Bisping,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015"
6116,CB Dollaway,15,loss,Lyoto Machida,UFC Fight Night: Machida vs Dollaway,"Dec. 20, 2014"
6117,CB Dollaway,14,win,Francis Carmont,UFC Fight Night: Munoz vs Mousasi,"May. 31, 2014"
6118,CB Dollaway,13,win,Cezar Ferreira,UFC Fight Night: Shogun vs Henderson 2,"Mar. 23, 2014"
6119,CB Dollaway,12,loss,Tim Boetsch,UFC 166: Velasquez vs Dos Santos 3,"Oct. 19, 2013"
6120,CB Dollaway,11,win,Daniel Sarafian,UFC on FX: Belfort vs Bisping,"Jan. 19, 2013"
6121,CB Dollaway,10,win,Jason Miller,UFC 146: Dos Santos vs Mir,"May. 26, 2012"
6122,CB Dollaway,9,loss,Jared Hamman,UFC Live: Hardy vs Lytle,"Aug. 14, 2011"
6123,CB Dollaway,8,loss,Mark Munoz,UFC Live: Sanchez vs Kampmann,"Mar. 03, 2011"
6124,CB Dollaway,7,win,Joe Doerksen,UFC 119: Mir vs Cro Cop,"Sep. 25, 2010"
6125,CB Dollaway,6,win,Goran Reljic,UFC 110: Nogueira vs Velasquez,"Feb. 20, 2010"
6126,CB Dollaway,5,win,Jay Silva,UFC Fight Night: Diaz vs Guillard,"Sep. 16, 2009"
6127,CB Dollaway,4,loss,Tom Lawlor,UFC 100,"Jul. 11, 2009"
6128,CB Dollaway,3,win,Mike Massenzio,UFC 92: The Ultimate 2008,"Dec. 27, 2008"
6129,CB Dollaway,2,win,Jesse Taylor,UFC: Silva vs Irvin,"Jul. 19, 2008"
6130,CB Dollaway,1,loss,Amir Sadollah,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"Jun. 21, 2008"
6131,Kajan Johnson,7,loss,Rustam Khabilov,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
6132,Kajan Johnson,6,loss,Islam Makhachev,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018"
6133,Kajan Johnson,5,win,Stevie Ray,UFC Fight Night: Werdum vs. Volkov,"Mar. 17, 2018"
6134,Kajan Johnson,4,win,Adriano Martins,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
6135,Kajan Johnson,3,win,Naoyuki Kotani,UFC Fight Night: Barnett vs Nelson,"Sep. 26, 2015"
6136,Kajan Johnson,2,win,Zhang Lipeng,UFC Fight Night: Edgar vs Faber,"May. 16, 2015"
