,fighter_name,fight#,outcome,opponent_name,event,date
5656,Michel Prazeres,5,win,Valmir Lazaro,UFC Fight Night: Magny vs Gastelum,"Nov. 21, 2015"
5657,Michel Prazeres,4,loss,Kevin Lee,UFC Fight Night: Henderson vs Thatch,"Feb. 14, 2015"
5658,Michel Prazeres,3,win,Mairbek Taisumov,UFC Fight Night: Shogun vs Henderson 2,"Mar. 23, 2014"
5659,Michel Prazeres,2,win,Jesse Ronson,UFC 165: Jones vs Gustafsson,"Sep. 21, 2013"
5660,Michel Prazeres,1,loss,Paulo Thiago,UFC on FX: Belfort vs. Rockhold,"May. 18, 2013"
5661,Cain Velasquez,17,loss,Francis Ngannou,UFC Fight Night: Ngannou vs. Velasquez,"Feb. 17, 2019"
5662,Cain Velasquez,16,win,Travis Browne,UFC 200: Tate vs Nunes,"Jul. 09, 2016"
5663,Cain Velasquez,15,loss,Fabricio Werdum,UFC 188: Velasquez vs Werdum,"Jun. 13, 2015"
5664,Cain Velasquez,14,win,Junior Dos Santos,UFC 166: Velasquez vs Dos Santos 3,"Oct. 19, 2013"
5665,Cain Velasquez,13,win,Antonio Silva,UFC 160: Velasquez vs Silva 2,"May. 25, 2013"
5666,Cain Velasquez,12,win,Junior Dos Santos,UFC 155: Dos Santos vs Velasquez II,"Dec. 29, 2012"
5667,Cain Velasquez,11,win,Antonio Silva,UFC 146: Dos Santos vs Mir,"May. 26, 2012"
5668,Cain Velasquez,10,loss,Junior Dos Santos,UFC on FOX: Velasquez vs Dos Santos,"Nov. 12, 2011"
5669,Cain Velasquez,9,win,Brock Lesnar,UFC 121: Lesnar vs Velasquez,"Oct. 23, 2010"
5670,Cain Velasquez,8,win,Antonio Rodrigo Nogueira,UFC 110: Nogueira vs Velasquez,"Feb. 20, 2010"
5671,Cain Velasquez,7,win,Ben Rothwell,UFC 104: Machida vs Shogun,"Oct. 24, 2009"
5672,Cain Velasquez,6,win,Cheick Kongo,UFC 99: The Comeback,"Jun. 13, 2009"
5673,Cain Velasquez,5,win,Denis Stojnic,UFC Fight Night: Lauzon vs Stephens,"Feb. 07, 2009"
5674,Cain Velasquez,4,win,Jake O'Brien,UFC: Silva vs Irvin,"Jul. 19, 2008"
5675,Cain Velasquez,3,win,Brad Morris,UFC 83: Serra vs St-Pierre 2,"Apr. 19, 2008"
5676,Cain Velasquez,2,win,Jeremiah Constant,BodogFight - St. Petersburg,"Dec. 16, 2006"
5677,Cain Velasquez,1,win,Jesse Fujarczyk,Strikeforce - Tank vs. Buentello,"Oct. 07, 2006"
5678,Myles Jury,12,loss,Andre Fili,UFC Fight Night: Ngannou vs. Velasquez,"Feb. 17, 2019"
5679,Myles Jury,11,loss,Chad Mendes,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5680,Myles Jury,10,win,Rick Glenn,UFC 219: Cyborg vs. Holm,"Dec. 30, 2017"
5681,Myles Jury,9,win,Mike de la Torre,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017"
5682,Myles Jury,8,loss,Charles Oliveira,UFC on FOX: Dos Anjos vs. Cowboy 2,"Dec. 19, 2015"
5683,Myles Jury,7,loss,Donald Cerrone,UFC 182: Jones vs Cormier,"Jan. 03, 2015"
5684,Myles Jury,6,win,Takanori Gomi,UFC Fight Night: Hunt vs Nelson,"Sep. 20, 2014"
5685,Myles Jury,5,win,Diego Sanchez,UFC 171: Hendricks vs Lawler,"Mar. 15, 2014"
5686,Myles Jury,4,win,Mike Ricci,UFC 165: Jones vs Gustafsson,"Sep. 21, 2013"
5687,Myles Jury,3,win,Ramsey Nijem,UFC on FOX: Henderson vs Melendez,"Apr. 20, 2013"
5688,Myles Jury,2,win,Michael Johnson,UFC 155: Dos Santos vs Velasquez II,"Dec. 29, 2012"
5689,Myles Jury,1,win,Chris Saunders,The Ultimate Fighter: Live Finale,"Jun. 01, 2012"
5690,Ashlee Evans-Smith,7,loss,Andrea Lee,UFC Fight Night: Ngannou vs. Velasquez,"Feb. 17, 2019"
5691,Ashlee Evans-Smith,6,win,Bec Rawlings,UFC 223: Khabib vs. Iaquinta,"Apr. 07, 2018"
5692,Ashlee Evans-Smith,5,loss,Sarah Moras,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
5693,Ashlee Evans-Smith,4,loss,Ketlen Vieira,UFC on FOX: Johnson vs. Reis,"Apr. 15, 2017"
5694,Ashlee Evans-Smith,3,win,Veronica Macedo,UFC Fight Night: Arlovski vs. Barnett,"Sep. 03, 2016"
5695,Ashlee Evans-Smith,2,win,Marion Reneau,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016"
5696,Ashlee Evans-Smith,1,loss,Raquel Pennington,UFC 181: Hendricks vs Lawler II,"Dec. 06, 2014"
5697,Luke Sanders,7,win,Renan Barao,UFC Fight Night: Ngannou vs. Velasquez,"Feb. 17, 2019"
5698,Luke Sanders,6,loss,Rani Yahya,UFC Fight Night: Gaethje vs. Vick,"Aug. 25, 2018"
5699,Luke Sanders,5,win,Patrick Williams,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
5700,Luke Sanders,4,loss,Andre Soukhamthath,UFC Fight Night: Swanson vs. Ortega,"Dec. 09, 2017"
5701,Luke Sanders,3,loss,Iuri Alcantara,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
5702,Luke Sanders,2,win,Maximo Blanco,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016"
5703,Luke Sanders,1,win,Josh Jarvis,Strikeforce Challengers 13,"Jan. 07, 2011"
5704,Austin Arnett,5,loss,Shane Young,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
5705,Austin Arnett,4,win,Humberto Bandenay,UFC Fight Night: Magny vs. Ponzinibbio,"Nov. 17, 2018"
5706,Austin Arnett,3,loss,Hakeem Dawodu,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018"
5707,Austin Arnett,2,loss,Cory Sandhagen,UFC Fight Night: Jacare vs. Brunson 2,"Jan. 27, 2018"
5708,Austin Arnett,1,loss,Brandon Davis,DWCS 1.4,"Aug. 01, 2017"
5709,Teruto Ishihara,9,loss,Kyung Ho Kang,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
5710,Teruto Ishihara,8,loss,Petr Yan,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018"
5711,Teruto Ishihara,7,loss,Jose Quinonez,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
5712,Teruto Ishihara,6,win,Rolando Dy,UFC Fight Night: Saint Preux vs. Okami,"Sep. 22, 2017"
5713,Teruto Ishihara,5,loss,Gray Maynard,The Ultimate Fighter: Redemption Finale,"Jul. 07, 2017"
5714,Teruto Ishihara,4,loss,Artem Lobov,UFC Fight Night: Mousasi vs. Hall 2,"Nov. 19, 2016"
5715,Teruto Ishihara,3,win,Horacio Gutierrez,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
5716,Teruto Ishihara,2,win,Julian Erosa,UFC 196: McGregor vs Diaz,"Mar. 05, 2016"
5717,Teruto Ishihara,1,draw,Mizuto Hirota,UFC Fight Night: Barnett vs Nelson,"Sep. 26, 2015"
5718,Wuliji Buren,3,loss,Jonathan Martinez,UFC 234: Adesanya vs. Silva,"Feb. 09, 2019"
5719,Wuliji Buren,2,loss,Marlon Vera,UFC 227: Dillashaw vs. Garbrandt 2,"Aug. 04, 2018"
5720,Wuliji Buren,1,loss,Rolando Dy,UFC Fight Night: Bisping vs. Gastelum,"Nov. 25, 2017"
5721,David Teymur,6,loss,Charles Oliveira,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019"
5722,David Teymur,5,win,Nik Lentz,UFC Fight Night: Rivera vs. Moraes,"Jun. 01, 2018"
5723,David Teymur,4,win,Drakkar Klose,UFC 218: Holloway vs. Aldo 2,"Dec. 02, 2017"
5724,David Teymur,3,win,Lando Vannata,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
5725,David Teymur,2,win,Jason Novelli,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
5726,David Teymur,1,win,Martin Svensson,UFC Fight Night: Silva vs Bisping,"Feb. 27, 2016"
5727,Bibulatov Magomed,3,loss,Rogerio Bontorin,UFC Fight Night: Assuncao vs. Moraes 2,"Feb. 02, 2019"
5728,Bibulatov Magomed,2,loss,John Moraga,UFC 216: Ferguson vs. Lee,"Oct. 07, 2017"
5729,Bibulatov Magomed,1,win,Jenel Lausa,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017"
5730,TJ Dillashaw,16,loss,Henry Cejudo,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
5731,TJ Dillashaw,15,win,Cody Garbrandt,UFC 227: Dillashaw vs. Garbrandt 2,"Aug. 04, 2018"
5732,TJ Dillashaw,14,win,Cody Garbrandt,UFC 217: Bisping vs. St-Pierre,"Nov. 04, 2017"
5733,TJ Dillashaw,13,win,John Lineker,UFC 207: Nunes vs. Rousey,"Dec. 30, 2016"
5734,TJ Dillashaw,12,win,Raphael Assuncao,UFC 200: Tate vs Nunes,"Jul. 09, 2016"
5735,TJ Dillashaw,11,loss,Dominick Cruz,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016"
5736,TJ Dillashaw,10,win,Renan Barao,UFC on FOX: Dillashaw vs. Barao II,"Jul. 25, 2015"
5737,TJ Dillashaw,9,win,Joe Soto,UFC 177: Dillashaw vs Soto,"Aug. 30, 2014"
5738,TJ Dillashaw,8,win,Renan Barao,UFC 173: Barao vs Dillashaw,"May. 24, 2014"
5739,TJ Dillashaw,7,win,Mike Easton,UFC Fight Night: Rockhold vs Philippou,"Jan. 15, 2014"
5740,TJ Dillashaw,6,loss,Raphael Assuncao,UFC Fight Night: Maia vs Shields,"Oct. 09, 2013"
5741,TJ Dillashaw,5,win,Hugo Viana,UFC on FOX: Henderson vs Melendez,"Apr. 20, 2013"
5742,TJ Dillashaw,4,win,Issei Tamura,UFC 158: St-Pierre vs Diaz,"Mar. 16, 2013"
5743,TJ Dillashaw,3,win,Vaughan Lee,UFC on FUEL TV: Munoz vs Weidman,"Jul. 11, 2012"
5744,TJ Dillashaw,2,win,Walel Watson,UFC on FUEL TV: Sanchez vs Ellenberger,"Feb. 15, 2012"
5745,TJ Dillashaw,1,loss,John Dodson,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Dec. 03, 2011"
5746,Dustin Ortiz,16,loss,Joseph Benavidez,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
5747,Dustin Ortiz,15,win,Matheus Nicolau Pereira,UFC Fight Night: Alvarez vs. Poirier 2,"Jul. 28, 2018"
5748,Dustin Ortiz,14,win,Alexandre Pantoja,UFC 220: Miocic vs. Ngannou,"Jan. 20, 2018"
5749,Dustin Ortiz,13,win,Hector Sandoval,UFC Fight Night: Pettis vs. Moreno,"Aug. 05, 2017"
5750,Dustin Ortiz,12,loss,Brandon Moreno,UFC Fight Night: Swanson vs. Lobov,"Apr. 22, 2017"
5751,Dustin Ortiz,11,win,Zach Makovsky,UFC 206: Holloway vs. Pettis,"Dec. 10, 2016"
5752,Dustin Ortiz,10,loss,Jussier Formiga,UFC Fight Night: Cyborg vs. Lansberg,"Sep. 24, 2016"
5753,Dustin Ortiz,9,loss,Wilson Reis,UFC on FOX: Johnson vs. Bader,"Jan. 30, 2016"
5754,Dustin Ortiz,8,win,Willie Gates,UFC Fight Night: Teixeira vs Saint Preux,"Aug. 08, 2015"
5755,Dustin Ortiz,7,loss,Joseph Benavidez,UFC Fight Night: Edgar vs Swanson,"Nov. 22, 2014"
5756,Dustin Ortiz,6,win,Justin Scoggins,The Ultimate Fighter: Team Edgar vs. Team Penn Finale,"Jul. 06, 2014"
5757,Dustin Ortiz,5,win,Ray Borg,UFC on FOX: Werdum vs Browne,"Apr. 19, 2014"
5758,Dustin Ortiz,4,loss,John Moraga,UFC Fight Night: Rockhold vs Philippou,"Jan. 15, 2014"
5759,Dustin Ortiz,3,win,Jose Maria,UFC Fight Night: Belfort vs Henderson 2,"Nov. 09, 2013"
5760,Dustin Ortiz,2,win,Matt Horning,Strikeforce Challengers 13,"Jan. 07, 2011"
5761,Dustin Ortiz,1,win,Justin Pennington,Strikeforce - Nashville,"Apr. 17, 2010"
5762,Rachael Ostovich,3,loss,Paige VanZant,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
5763,Rachael Ostovich,2,loss,Montana De La Rosa,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018"
5764,Rachael Ostovich,1,win,Karine Gevorgyan,The Ultimate Fighter: A New World Champion Finale,"Dec. 01, 2017"
5765,Dennis Bermudez,17,win,Te Edwards,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
5766,Dennis Bermudez,16,loss,Rick Glenn,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5767,Dennis Bermudez,15,loss,Andre Fili,UFC Fight Night: Jacare vs. Brunson 2,"Jan. 27, 2018"
5768,Dennis Bermudez,14,loss,Darren Elkins,UFC Fight Night: Weidman vs. Gastelum,"Jul. 22, 2017"
5769,Dennis Bermudez,13,loss,Chan Sung Jung,UFC Fight Night: Bermudez vs. The Korean Zombie,"Feb. 04, 2017"
5770,Dennis Bermudez,12,win,Rony Jason,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016"
5771,Dennis Bermudez,11,win,Tatsuya Kawajiri,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016"
5772,Dennis Bermudez,10,loss,Jeremy Stephens,UFC 189: Mendes vs McGregor,"Jul. 11, 2015"
5773,Dennis Bermudez,9,loss,Ricardo Lamas,UFC 180: Werdum vs Hunt,"Nov. 15, 2014"
5774,Dennis Bermudez,8,win,Clay Guida,UFC on FOX: Lawler vs Brown,"Jul. 26, 2014"
5775,Dennis Bermudez,7,win,Jimy Hettes,UFC 171: Hendricks vs Lawler,"Mar. 15, 2014"
5776,Dennis Bermudez,6,win,Steven Siler,UFC Fight Night: Fight for the Troops 3,"Nov. 06, 2013"
5777,Dennis Bermudez,5,win,Max Holloway,UFC 160: Velasquez vs Silva 2,"May. 25, 2013"
5778,Dennis Bermudez,4,win,Matt Grice,UFC 157: Rousey vs Carmouche,"Feb. 23, 2013"
5779,Dennis Bermudez,3,win,Tommy Hayden,UFC 150: Henderson vs Edgar II,"Aug. 11, 2012"
5780,Dennis Bermudez,2,win,Pablo Garza,UFC on FOX: Diaz vs Miller,"May. 05, 2012"
5781,Dennis Bermudez,1,loss,Diego Brandao,The Ultimate Fighter: Team Bisping vs Team Miller Finale,"Dec. 03, 2011"
5782,Te Edwards,3,loss,Dennis Bermudez,UFC Fight Night: Cejudo vs. Dillashaw,"Jan. 19, 2019"
5783,Te Edwards,2,loss,Don Madge,UFC Fight Night: Oezdemir vs. Smith,"Oct. 27, 2018"
5784,Te Edwards,1,win,Austin Tweedy,DWCS 2.3,"Jun. 26, 2018"
5785,Chad Mendes,18,loss,Alexander Volkanovski,UFC 232: Jones vs. Gustafsson 2,"Dec. 29, 2018"
5786,Chad Mendes,17,win,Myles Jury,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5787,Chad Mendes,16,loss,Frankie Edgar,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015"
5788,Chad Mendes,15,loss,Conor McGregor,UFC 189: Mendes vs McGregor,"Jul. 11, 2015"
5789,Chad Mendes,14,win,Ricardo Lamas,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015"
5790,Chad Mendes,13,loss,Jose Aldo,UFC 179: Aldo vs Mendes 2,"Oct. 25, 2014"
5791,Chad Mendes,12,win,Nik Lentz,UFC on FOX: Johnson vs. Benavidez 2,"Dec. 14, 2013"
5792,Chad Mendes,11,win,Clay Guida,UFC 164: Henderson vs Pettis 2,"Aug. 31, 2013"
5793,Chad Mendes,10,win,Darren Elkins,UFC on FOX: Henderson vs Melendez,"Apr. 20, 2013"
5794,Chad Mendes,9,win,Yaotzin Meza,UFC on FX: Sotiropoulos vs Pearson,"Dec. 14, 2012"
5795,Chad Mendes,8,win,Cody McKenzie,UFC 148: Silva vs Sonnen 2,"Jul. 07, 2012"
5796,Chad Mendes,7,loss,Jose Aldo,UFC 142: Aldo vs Mendes,"Jan. 14, 2012"
5797,Chad Mendes,6,win,Rani Yahya,UFC 133: Evans vs Ortiz 2,"Aug. 06, 2011"
5798,Chad Mendes,5,win,Michihiro Omigawa,UFC 126: Silva vs Belfort,"Feb. 05, 2011"
5799,Chad Mendes,4,win,Javier Vazquez,WEC 52: Faber vs. Mizugaki,"Nov. 11, 2010"
5800,Chad Mendes,3,win,Cub Swanson,WEC 50: Cruz vs. Benavidez,"Aug. 18, 2010"
5801,Chad Mendes,2,win,Anthony Morrison,WEC 48: Aldo vs. Faber,"Apr. 24, 2010"
5802,Chad Mendes,1,win,Erik Koch,WEC 47: Bowles vs. Cruz,"Mar. 06, 2010"
5803,Cat Zingano,7,loss,Megan Anderson,UFC 232: Jones vs. Gustafsson 2,"Dec. 29, 2018"
5804,Cat Zingano,6,win,Marion Reneau,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018"
5805,Cat Zingano,5,loss,Ketlen Vieira,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
5806,Cat Zingano,4,loss,Julianna Pena,UFC 200: Tate vs Nunes,"Jul. 09, 2016"
5807,Cat Zingano,3,loss,Ronda Rousey,UFC 184: Rousey vs Zingano,"Feb. 28, 2015"
5808,Cat Zingano,2,win,Amanda Nunes,UFC 178: Johnson vs Cariaso,"Sep. 27, 2014"
5809,Cat Zingano,1,win,Miesha Tate,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"Apr. 13, 2013"
5810,Adam Milstead,4,loss,Mike Rodriguez,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018"
5811,Adam Milstead,3,loss,Jordan Johnson,UFC 222: Cyborg vs. Kunitskaya,"Mar. 03, 2018"
5812,Adam Milstead,2,nc,Curtis Blaydes,UFC Fight Night: Bermudez vs. The Korean Zombie,"Feb. 04, 2017"
5813,Adam Milstead,1,win,Chris de la Rocha,UFC Fight Night: Almeida vs Garbrandt,"May. 29, 2016"
5814,Chris de la Rocha,4,loss,Juan Adams,UFC Fight Night: Lee vs. Iaquinta,"Dec. 15, 2018"
5815,Chris de la Rocha,3,win,Rashad Coulter,UFC 225: Whittaker vs. Romero 2,"Jun. 09, 2018"
5816,Chris de la Rocha,2,loss,Adam Milstead,UFC Fight Night: Almeida vs Garbrandt,"May. 29, 2016"
5817,Chris de la Rocha,1,loss,Daniel Omielanczuk,UFC Fight Night: Bisping vs Leites,"Jul. 18, 2015"
5818,Matthew Lopez,6,loss,Brad Katona,UFC 231: Holloway vs. Ortega,"Dec. 08, 2018"
5819,Matthew Lopez,5,loss,Alejandro Perez,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
5820,Matthew Lopez,4,loss,Raphael Assuncao,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017"
5821,Matthew Lopez,3,win,Johnny Eduardo,UFC 212: Aldo vs. Holloway,"Jun. 03, 2017"
5822,Matthew Lopez,2,win,Mitch Gagnon,UFC 206: Holloway vs. Pettis,"Dec. 10, 2016"
5823,Matthew Lopez,1,loss,Rani Yahya,UFC Fight Night: McDonald vs. Lineker,"Jul. 13, 2016"
5824,Chad Laprise,10,loss,Dhiego Lima,UFC 231: Holloway vs. Ortega,"Dec. 08, 2018"
5825,Chad Laprise,9,loss,Vicente Luque,UFC Fight Night: Maia vs. Usman,"May. 19, 2018"
5826,Chad Laprise,8,win,Galore Bofando,UFC Fight Night: Lawler vs. Dos Anjos,"Dec. 16, 2017"
5827,Chad Laprise,7,win,Brian Camozzi,UFC 213: Romero vs. Whittaker,"Jul. 08, 2017"
5828,Chad Laprise,6,win,Thibault Gouti,UFC on FOX: Maia vs. Condit,"Aug. 27, 2016"
5829,Chad Laprise,5,loss,Ross Pearson,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016"
5830,Chad Laprise,4,loss,Francisco Trinaldo,UFC Fight Night: Holloway vs Oliveira,"Aug. 23, 2015"
5831,Chad Laprise,3,win,Bryan Barberena,UFC 186: Johnson vs Horiguchi,"Apr. 25, 2015"
5832,Chad Laprise,2,win,Yosdenis Cedeno,UFC Fight Night: MacDonald vs Saffiedine,"Oct. 04, 2014"
5833,Chad Laprise,1,win,Olivier Aubin-Mercier,UFC Fight Night: Bisping vs Kennedy,"Apr. 16, 2014"
5834,Tyson Pedro,6,loss,Mauricio Rua,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5835,Tyson Pedro,5,loss,Ovince Saint Preux,UFC Fight Night: Cowboy vs. Edwards,"Jun. 23, 2018"
5836,Tyson Pedro,4,win,Saparbeg Safarov,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
5837,Tyson Pedro,3,loss,Ilir Latifi,UFC 215: Nunes vs Shevchenko 2,"Sep. 09, 2017"
5838,Tyson Pedro,2,win,Paul Craig,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
5839,Tyson Pedro,1,win,Khalil Rountree Jr.,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016"
5840,Mark Hunt,29,loss,Justin Willis,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5841,Mark Hunt,28,loss,Aleksei Oleinik,UFC Fight Night: Hunt vs. Oleinik,"Sep. 15, 2018"
5842,Mark Hunt,27,loss,Curtis Blaydes,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
5843,Mark Hunt,26,win,Derrick Lewis,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017"
5844,Mark Hunt,25,loss,Alistair Overeem,UFC 209: Woodley vs. Thompson 2,"Mar. 04, 2017"
5845,Mark Hunt,24,nc,Brock Lesnar,UFC 200: Tate vs Nunes,"Jul. 09, 2016"
5846,Mark Hunt,23,win,Frank Mir,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016"
5847,Mark Hunt,22,win,Antonio Silva,UFC 193: Rousey vs Holm,"Nov. 14, 2015"
5848,Mark Hunt,21,loss,Stipe Miocic,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015"
5849,Mark Hunt,20,loss,Fabricio Werdum,UFC 180: Werdum vs Hunt,"Nov. 15, 2014"
5850,Mark Hunt,19,win,Roy Nelson,UFC Fight Night: Hunt vs Nelson,"Sep. 20, 2014"
5851,Mark Hunt,18,draw,Antonio Silva,UFC Fight Night: Hunt vs Bigfoot,"Dec. 06, 2013"
5852,Mark Hunt,17,loss,Junior Dos Santos,UFC 160: Velasquez vs Silva 2,"May. 25, 2013"
5853,Mark Hunt,16,win,Stefan Struve,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
5854,Mark Hunt,15,win,Cheick Kongo,UFC 144: Edgar vs Henderson,"Feb. 25, 2012"
5855,Mark Hunt,14,win,Ben Rothwell,UFC 135: Jones vs Rampage,"Sep. 24, 2011"
5856,Mark Hunt,13,win,Chris Tuchscherer,UFC 127: Penn vs Fitch,"Feb. 26, 2011"
5857,Mark Hunt,12,loss,Sean McCorkle,UFC 119: Mir vs Cro Cop,"Sep. 25, 2010"
5858,Mark Hunt,11,loss,Gegard Mousasi,DREAM 9: Featherweight Grand Prix 2009 2nd Round,"May. 26, 2009"
5859,Mark Hunt,10,loss,Melvin Manhoef,Dynamite!! 2008,"Dec. 31, 2008"
5860,Mark Hunt,9,loss,Alistair Overeem,DREAM 5: Lightweight Grand Prix 2008 Final Round,"Jul. 21, 2008"
5861,Mark Hunt,8,loss,Fedor Emelianenko,PRIDE Shockwave 2006,"Dec. 31, 2006"
5862,Mark Hunt,7,loss,Josh Barnett,PRIDE Critical Countdown Absolute,"Jul. 01, 2006"
5863,Mark Hunt,6,win,Tsuyoshi Kohsaka,PRIDE Total Elimination Absolute,"May. 05, 2006"
5864,Mark Hunt,5,win,Yosuke Nishijima,PRIDE 31: Unbreakable,"Feb. 26, 2006"
5865,Mark Hunt,4,win,Mirko Filipovic,PRIDE Shockwave 2005,"Dec. 31, 2005"
5866,Mark Hunt,3,win,Wanderlei Silva,PRIDE Shockwave 2004,"Dec. 31, 2004"
5867,Mark Hunt,2,win,Dan Bobish,PRIDE 28: High Octane,"Oct. 31, 2004"
5868,Mark Hunt,1,loss,Hidehiko Yoshida,PRIDE Critical Countdown 2004,"Jun. 20, 2004"
5869,Yushin Okami,24,loss,Aleksei Kunchenko,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5870,Yushin Okami,23,win,Dhiego Lima,UFC Fight Night: Poirier vs. Gaethje,"Apr. 14, 2018"
5871,Yushin Okami,22,loss,Ovince Saint Preux,UFC Fight Night: Saint Preux vs. Okami,"Sep. 22, 2017"
5872,Yushin Okami,21,loss,Jacare Souza,UFC Fight Night: Teixeira vs Bader,"Sep. 04, 2013"
5873,Yushin Okami,20,win,Hector Lombard,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013"
5874,Yushin Okami,19,win,Alan Belcher,UFC 155: Dos Santos vs Velasquez II,"Dec. 29, 2012"
5875,Yushin Okami,18,win,Buddy Roberts,UFC 150: Henderson vs Edgar II,"Aug. 11, 2012"
5876,Yushin Okami,17,loss,Tim Boetsch,UFC 144: Edgar vs Henderson,"Feb. 25, 2012"
5877,Yushin Okami,16,loss,Anderson Silva,UFC 134: Silva vs Okami,"Aug. 27, 2011"
5878,Yushin Okami,15,win,Nate Marquardt,UFC 122: Marquardt vs Okami,"Nov. 13, 2010"
5879,Yushin Okami,14,win,Mark Munoz,UFC Live: Jones vs Matyushenko,"Aug. 01, 2010"
5880,Yushin Okami,13,win,Lucio Linhares,UFC Fight Night: Florian vs Gomi,"Mar. 31, 2010"
5881,Yushin Okami,12,loss,Chael Sonnen,UFC 104: Machida vs Shogun,"Oct. 24, 2009"
5882,Yushin Okami,11,win,Dean Lister,UFC 92: The Ultimate 2008,"Dec. 27, 2008"
5883,Yushin Okami,10,win,Evan Tanner,UFC 82: Pride of a Champion,"Mar. 01, 2008"
5884,Yushin Okami,9,win,Jason MacDonald,UFC 77: Hostile Territory,"Oct. 20, 2007"
5885,Yushin Okami,8,loss,Rich Franklin,UFC 72: Victory,"Jun. 16, 2007"
5886,Yushin Okami,7,win,Mike Swick,UFC 69: Shootout,"Apr. 07, 2007"
5887,Yushin Okami,6,win,Rory Singer,UFC 66: Liddell vs Ortiz 2,"Dec. 30, 2006"
5888,Yushin Okami,5,win,Kalib Starnes,UFC 64: Unstoppable,"Oct. 14, 2006"
5889,Yushin Okami,4,win,Alan Belcher,UFC 62: Liddell vs Sobral,"Aug. 26, 2006"
5890,Yushin Okami,3,loss,Jake Shields,ROTR 9,"Apr. 21, 2006"
5891,Yushin Okami,2,win,Anderson Silva,ROTR 8,"Jan. 20, 2006"
5892,Yushin Okami,1,win,Ryuta Sakurai,PRIDE Bushido 2,"Feb. 15, 2004"
5893,Ben Nguyen,7,loss,Wilson Reis,UFC Fight Night: Dos Santos vs. Tuivasa,"Dec. 01, 2018"
5894,Ben Nguyen,6,loss,Jussier Formiga,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018"
5895,Ben Nguyen,5,win,Tim Elliott,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017"
5896,Ben Nguyen,4,win,Geane Herrera,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016"
5897,Ben Nguyen,3,loss,Louis Smolka,UFC Fight Night: McDonald vs. Lineker,"Jul. 13, 2016"
